32,128,42
192,128,242
192,288,443
32,288,643
32,8,845
192,128,1046
480,8,1247
320,128,1448
480,376,1649
320,256,1850
32,376,2051
192,256,2252
480,128,2453
320,128,2653
320,288,2854
480,288,3056
256,384,3257
256,192,3457
64,192,3658
256,192,3858
256,0,4060
256,192,4260
448,192,4462
256,192,4662
352,288,4864
352,95,5065
159,95,5266
159,288,5467
391,192,5668
255,328,5869
118,192,6070
391,192,6271
255,56,6472
118,192,6673
392,344,6873
391,192,7074
392,40,7275
117,40,7476
118,192,7677
117,344,7878
391,192,8079
117,40,8280
117,344,8481
392,344,8682
118,192,8883
392,40,9084
256,344,9285
256,40,9486
176,184,9687
336,184,9887
336,344,10088
176,344,10288
488,256,10490
296,256,10691
24,256,10892
216,256,11093
488,128,11294
296,128,11495
24,128,11696
216,128,11897
336,24,12098
176,24,12298
176,184,12499
336,184,12701
104,16,12902
104,200,13103
408,200,13303
408,16,13504
104,200,13705
104,384,13906
408,384,14106
408,200,14307
352,288,14509
159,288,14710
159,95,14911
352,95,15112
120,192,15313
256,320,15514
392,192,15715
120,192,15916
256,64,16117
392,192,16318
165,282,16518
392,192,16719
165,102,16920
347,282,17121
120,192,17322
347,102,17523
16,280,17724
256,280,17925
496,280,18126
256,280,18528
16,280,18930
256,40,19332
24,40,19532
16,280,19733
256,40,19934
488,40,20134
496,280,20335
368,40,20537
256,280,20738
144,40,20939
368,280,21140
256,40,21341
144,280,21542
400,120,21743
112,120,21944
256,368,22145
16,368,22547
496,368,22948
256,368,23149
16,368,23350
16,16,23752
496,16,24154
496,368,24556
16,368,24958
496,192,25360
256,192,25561
16,192,25762
256,16,26163
496,368,26565
496,192,26766
496,16,26967
256,16,27168
16,16,27369
16,192,27570
16,368,27771
255,112,28977
261,198,29579
261,198,29680
261,198,29780
209,272,30182
302,272,30383
349,192,30584
302,110,30785
209,110,30986
162,192,31187
256,344,31388
256,40,31991
256,40,32091
256,40,32192
302,272,32593
209,272,32794
162,192,32995
209,110,33196
302,110,33397
349,192,33598
256,344,33799
96,344,34000
96,192,34201
96,40,34402
256,40,34603
416,40,34804
416,192,35005
416,344,35206
96,344,35407
96,40,35607
416,40,35808
416,344,36009
256,40,36210
256,344,36612
416,192,36813
256,40,37014
96,192,37215
262,198,37416
262,198,37516
262,198,37617
